IP地址,端口,TLS,数据中心,地区,城市,延迟(ms),速度(MB/s)
104.17.106.34,80,FALSE,SJC,North America,San Jose,139,12.91
104.19.253.60,2082,FALSE,SJC,North America,San Jose,154,12.9
104.17.85.242,2086,FALSE,SJC,North America,San Jose,141,12.9
104.16.126.85,2082,FALSE,SJC,North America,San Jose,135,12.89
104.21.228.83,2095,FALSE,SJC,North America,San Jose,156,12.89
104.16.175.66,2052,FALSE,SJC,North America,San Jose,141,12.89
104.18.135.223,2082,FALSE,SJC,North America,San Jose,147,12.88
104.16.255.63,2052,FALSE,SJC,North America,San Jose,161,12.87
104.17.212.145,2082,FALSE,SJC,North America,San Jose,132,12.87
104.18.66.139,80,FALSE,SJC,North America,San Jose,160,12.86
104.17.85.197,2082,FALSE,SJC,North America,San Jose,128,12.85
104.21.231.28,80,FALSE,SJC,North America,San Jose,131,12.85
104.17.30.227,2052,FALSE,SJC,North America,San Jose,156,12.84
104.17.141.176,2086,FALSE,SJC,North America,San Jose,152,12.83
104.16.234.140,8080,FALSE,SJC,North America,San Jose,148,12.82
104.17.169.221,80,FALSE,SJC,North America,San Jose,156,12.82
104.16.162.112,2082,FALSE,SJC,North America,San Jose,138,12.81
104.18.66.52,2082,FALSE,SJC,North America,San Jose,150,12.79
104.19.246.158,8880,FALSE,SJC,North America,San Jose,158,12.79
104.16.81.102,80,FALSE,SJC,North America,San Jose,147,12.77
104.18.125.180,2052,FALSE,SJC,North America,San Jose,157,12.76
104.16.251.116,8080,FALSE,SJC,North America,San Jose,161,12.76
104.17.197.99,2082,FALSE,SJC,North America,San Jose,133,12.75
104.16.64.7,2086,FALSE,SJC,North America,San Jose,132,12.71
104.18.254.122,2082,FALSE,SJC,North America,San Jose,169,12.68
104.16.28.218,80,FALSE,SJC,North America,San Jose,143,12.67
104.16.56.105,2082,FALSE,SJC,North America,San Jose,125,12.67
104.16.138.83,2082,FALSE,SJC,North America,San Jose,145,12.67
104.17.35.240,8080,FALSE,SJC,North America,San Jose,164,12.63
104.19.240.12,80,FALSE,SJC,North America,San Jose,125,12.63
104.19.187.241,8880,FALSE,SJC,North America,San Jose,150,12.62
104.18.119.180,8880,FALSE,SJC,North America,San Jose,155,12.61
104.17.124.71,2086,FALSE,SJC,North America,San Jose,141,12.59
104.18.136.199,2052,FALSE,SJC,North America,San Jose,160,12.58
104.16.242.129,8080,FALSE,SJC,North America,San Jose,165,12.56
104.18.97.178,80,FALSE,SJC,North America,San Jose,142,12.56
104.21.227.233,8880,FALSE,SJC,North America,San Jose,142,12.52
104.16.1.171,80,FALSE,SJC,North America,San Jose,153,12.48
104.17.40.20,80,FALSE,SJC,North America,San Jose,155,12.47
104.17.128.100,2086,FALSE,SJC,North America,San Jose,135,12.46
104.17.127.169,2052,FALSE,SJC,North America,San Jose,158,12.43
104.18.98.231,2052,FALSE,SJC,North America,San Jose,135,12.42
104.17.91.27,80,FALSE,SJC,North America,San Jose,159,12.38
104.17.104.61,2086,FALSE,SJC,North America,San Jose,134,12.37
104.18.142.156,2086,FALSE,SJC,North America,San Jose,143,12.36
104.17.23.201,2052,FALSE,SJC,North America,San Jose,159,12.31
104.17.13.18,2086,FALSE,SJC,North America,San Jose,139,12.3
104.17.230.144,2082,FALSE,SJC,North America,San Jose,133,12.28
104.16.184.130,2086,FALSE,SJC,North America,San Jose,130,12.27
104.18.242.75,2052,FALSE,SJC,North America,San Jose,149,12.26
104.17.239.111,2086,FALSE,SJC,North America,San Jose,134,12.25
104.17.2.123,8880,FALSE,SJC,North America,San Jose,136,12.24
104.18.113.138,80,FALSE,SJC,North America,San Jose,139,12.22
104.17.179.184,2082,FALSE,SJC,North America,San Jose,156,12.21
104.16.145.68,2052,FALSE,SJC,North America,San Jose,143,12.21
104.17.158.195,2082,FALSE,SJC,North America,San Jose,135,12.21
104.18.121.59,2052,FALSE,SJC,North America,San Jose,142,12.13
104.16.120.238,2086,FALSE,SJC,North America,San Jose,135,12.13
104.18.209.75,2082,FALSE,SJC,North America,San Jose,156,12.12
104.17.71.67,8080,FALSE,SJC,North America,San Jose,146,12.12
104.17.189.17,80,FALSE,SJC,North America,San Jose,177,12.1
104.17.69.23,2082,FALSE,SJC,North America,San Jose,132,12.09
104.16.136.95,2086,FALSE,SJC,North America,San Jose,155,12.07
104.16.140.51,2082,FALSE,SJC,North America,San Jose,135,12.07
104.18.81.199,80,FALSE,SJC,North America,San Jose,176,12.06
104.17.204.73,2052,FALSE,SJC,North America,San Jose,146,12.04
104.19.221.188,2052,FALSE,SJC,North America,San Jose,150,12.03
104.17.253.124,2082,FALSE,SJC,North America,San Jose,148,12
104.17.153.170,2082,FALSE,SJC,North America,San Jose,140,12
104.17.216.3,2082,FALSE,SJC,North America,San Jose,138,11.99
104.16.179.2,2052,FALSE,SJC,North America,San Jose,149,11.99
104.16.146.58,8080,FALSE,SJC,North America,San Jose,160,11.96
104.17.171.137,2082,FALSE,SJC,North America,San Jose,135,11.96
104.16.33.238,2052,FALSE,SJC,North America,San Jose,133,11.95
104.18.159.175,2082,FALSE,SJC,North America,San Jose,142,11.95
104.16.45.50,80,FALSE,SJC,North America,San Jose,168,11.93
104.17.211.241,2082,FALSE,SJC,North America,San Jose,152,11.91
104.16.170.4,2086,FALSE,SJC,North America,San Jose,154,11.88
104.21.238.157,80,FALSE,SJC,North America,San Jose,138,11.88
104.19.231.93,8880,FALSE,SJC,North America,San Jose,161,11.87
104.17.143.143,2082,FALSE,SJC,North America,San Jose,126,11.86
104.18.69.213,80,FALSE,SJC,North America,San Jose,163,11.82
104.17.160.18,2086,FALSE,SJC,North America,San Jose,138,11.79
104.17.37.95,8080,FALSE,SJC,North America,San Jose,176,11.75
104.18.75.99,8880,FALSE,SJC,North America,San Jose,154,11.73
104.17.7.177,8080,FALSE,SJC,North America,San Jose,150,11.72
104.17.112.140,2086,FALSE,SJC,North America,San Jose,137,11.57
198.41.209.5,80,FALSE,SJC,North America,San Jose,161,11.52
104.16.168.76,2086,FALSE,SJC,North America,San Jose,150,11.49
104.16.215.106,2086,FALSE,SJC,North America,San Jose,146,11.48
104.16.148.223,8080,FALSE,SJC,North America,San Jose,149,11.43
104.19.243.175,8880,FALSE,SJC,North America,San Jose,161,11.43
104.19.180.1,8880,FALSE,SJC,North America,San Jose,165,11.39
104.16.186.74,2052,FALSE,SJC,North America,San Jose,150,11.36
104.18.106.69,80,FALSE,SJC,North America,San Jose,145,11.33
104.17.163.91,8080,FALSE,SJC,North America,San Jose,150,11.28
104.17.57.57,2086,FALSE,SJC,North America,San Jose,141,11.27
104.18.186.233,8880,FALSE,SJC,North America,San Jose,150,11.24
104.16.170.11,8880,FALSE,SJC,North America,San Jose,156,11.24
104.17.112.20,80,FALSE,SJC,North America,San Jose,153,11.2
104.19.250.161,2082,FALSE,SJC,North America,San Jose,129,11.09
104.18.164.90,2086,FALSE,SJC,North America,San Jose,150,11.08
104.21.230.69,8880,FALSE,SJC,North America,San Jose,150,10.95
104.18.116.114,2082,FALSE,SJC,North America,San Jose,138,10.92
104.16.167.84,8080,FALSE,SJC,North America,San Jose,166,10.85
104.16.163.213,8080,FALSE,SJC,North America,San Jose,149,10.79
104.17.95.27,2086,FALSE,SJC,North America,San Jose,144,10.74
104.17.16.57,2086,FALSE,SJC,North America,San Jose,160,10.73
104.17.150.248,8080,FALSE,SJC,North America,San Jose,161,10.71
104.17.243.123,2052,FALSE,SJC,North America,San Jose,155,10.64
104.17.213.28,2082,FALSE,SJC,North America,San Jose,156,10.62
104.18.92.203,80,FALSE,SJC,North America,San Jose,157,10.61
104.16.185.254,80,FALSE,SJC,North America,San Jose,145,10.5
104.16.136.219,2082,FALSE,SJC,North America,San Jose,154,10.49
104.18.97.2,2086,FALSE,SJC,North America,San Jose,135,10.48
104.16.12.17,80,FALSE,SJC,North America,San Jose,161,10.36
104.17.136.71,80,FALSE,SJC,North America,San Jose,172,10.32
104.18.67.41,2052,FALSE,SJC,North America,San Jose,146,10.22
104.19.175.105,8880,FALSE,SJC,North America,San Jose,142,10.19
104.18.147.237,2086,FALSE,SJC,North America,San Jose,141,9.93
104.21.231.143,2052,FALSE,SJC,North America,San Jose,138,9.9
104.17.216.77,80,FALSE,SJC,North America,San Jose,163,9.71
104.18.177.22,2052,FALSE,SJC,North America,San Jose,142,9.63
104.16.255.68,80,FALSE,SJC,North America,San Jose,147,9.62
104.16.246.47,80,FALSE,SJC,North America,San Jose,144,9.52
104.17.186.126,8080,FALSE,SJC,North America,San Jose,153,9.19
104.16.241.98,8080,FALSE,SJC,North America,San Jose,171,9.18
104.17.1.200,8880,FALSE,SJC,North America,San Jose,143,9.17
104.16.192.57,8880,FALSE,SJC,North America,San Jose,162,8.99
104.17.14.69,80,FALSE,SJC,North America,San Jose,143,8.98
104.17.24.204,2052,FALSE,SJC,North America,San Jose,151,8.88
104.17.142.246,2082,FALSE,SJC,North America,San Jose,133,8.78
104.16.197.90,8080,FALSE,SJC,North America,San Jose,181,8.61
104.18.250.160,2082,FALSE,SJC,North America,San Jose,141,8.26
104.18.131.93,2086,FALSE,SJC,North America,San Jose,157,8.25
104.17.150.67,2052,FALSE,SJC,North America,San Jose,143,7.83
104.17.251.214,80,FALSE,SJC,North America,San Jose,156,7.74
104.21.227.128,2095,FALSE,SJC,North America,San Jose,171,0.02
104.18.160.210,8880,FALSE,SJC,North America,San Jose,139,0
104.16.177.76,2082,FALSE,SJC,North America,San Jose,134,0
104.21.232.233,8880,FALSE,SJC,North America,San Jose,158,0
104.16.44.121,80,FALSE,SJC,North America,San Jose,145,0
104.18.222.176,2082,FALSE,SJC,North America,San Jose,138,0
104.17.80.32,2086,FALSE,SJC,North America,San Jose,132,0
104.17.93.214,8080,FALSE,SJC,North America,San Jose,162,0
